state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Vijayawada,Vijayawada APMC,Wheat,Standard,FAQ,02/11/2025,1967.09,2388.41,2182.66,2026-01-09T01:57:25.652696,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,02/11/2025,2163.75,2318.43,2232.66,2026-01-09T01:57:25.656496,agmarknet_data
Assam,Guwahati,Guwahati APMC,Wheat,Standard,FAQ,02/11/2025,1786.85,2169.56,1982.66,2026-01-09T01:57:25.671373,agmarknet_data
Bihar,Patna,Patna APMC,Wheat,Standard,FAQ,02/11/2025,1786.85,2169.56,1982.66,2026-01-09T01:57:25.683637,agmarknet_data
Chhattisgarh,Raipur,Raipur APMC,Wheat,Standard,FAQ,02/11/2025,1899.5,2306.34,2107.66,2026-01-09T01:57:25.697325,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,02/11/2025,2163.75,2318.43,2232.66,2026-01-09T01:57:25.702612,agmarknet_data
Gujarat,Ahmedabad,Ahmedabad APMC,Wheat,Standard,FAQ,02/11/2025,2061.99,2346.1,2232.66,2026-01-09T01:57:25.710326,agmarknet_data
Haryana,Karnal,Karnal APMC,Wheat,Standard,FAQ,02/11/2025,2131.26,2424.91,2307.66,2026-01-09T01:57:25.715409,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,02/11/2025,2284.89,2448.23,2357.66,2026-01-09T01:57:25.720103,agmarknet_data
Jharkhand,Ranchi,Ranchi APMC,Wheat,Standard,FAQ,02/11/2025,1854.44,2251.63,2057.66,2026-01-09T01:57:25.724612,agmarknet_data
Karnataka,Bangalore,Bangalore APMC,Wheat,Standard,FAQ,02/11/2025,2061.99,2346.1,2232.66,2026-01-09T01:57:25.728444,agmarknet_data
Kerala,Kochi,Kochi APMC,Wheat,Standard,FAQ,02/11/2025,2237.47,2716.69,2482.66,2026-01-09T01:57:25.731679,agmarknet_data
Madhya Pradesh,Indore,Indore APMC,Wheat,Standard,FAQ,02/11/2025,2061.99,2346.1,2232.66,2026-01-09T01:57:25.735823,agmarknet_data
Maharashtra,Mumbai,Mumbai APMC,Wheat,Standard,FAQ,02/11/2025,2108.17,2398.64,2282.66,2026-01-09T01:57:25.739521,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,02/11/2025,2163.75,2318.43,2232.66,2026-01-09T01:57:25.742963,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,02/11/2025,2163.75,2318.43,2232.66,2026-01-09T01:57:25.746190,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,02/11/2025,2163.75,2318.43,2232.66,2026-01-09T01:57:25.751033,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,02/11/2025,2163.75,2318.43,2232.66,2026-01-09T01:57:25.754635,agmarknet_data
Odisha,Bhubaneswar,Bhubaneswar APMC,Wheat,Standard,FAQ,02/11/2025,1831.91,2224.27,2032.66,2026-01-09T01:57:25.757907,agmarknet_data
Punjab,Ludhiana,Ludhiana APMC,Wheat,Standard,FAQ,02/11/2025,2177.43,2477.45,2357.66,2026-01-09T01:57:25.767571,agmarknet_data
Rajasthan,Jaipur,Jaipur APMC,Wheat,Standard,FAQ,02/11/2025,2015.81,2293.56,2182.66,2026-01-09T01:57:25.775458,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Wheat,Standard,FAQ,02/11/2025,2163.75,2318.43,2232.66,2026-01-09T01:57:25.787511,agmarknet_data
Tamil Nadu,Chennai,Chennai APMC,Wheat,Standard,FAQ,02/11/2025,2177.43,2477.45,2357.66,2026-01-09T01:57:25.790906,agmarknet_data
Telangana,Hyderabad,Hyderabad APMC,Wheat,Standard,FAQ,02/11/2025,2012.16,2443.13,2232.66,2026-01-09T01:57:25.794917,agmarknet_data
Tripura,Tripura Main,Tripura Main APMC,Wheat,Standard,FAQ,02/11/2025,2163.75,2318.43,2232.66,2026-01-09T01:57:25.798951,agmarknet_data
Uttar Pradesh,Lucknow,Lucknow APMC,Wheat,Standard,FAQ,02/11/2025,1946.54,2214.75,2107.66,2026-01-09T01:57:25.802500,agmarknet_data
